INFO 2022-10-17 17:35:11,530 autoreload 8774 139775671048000 Watching for file changes with StatReloader
DEBUG 2022-10-17 18:10:31,879 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1664860970.4737952
DEBUG 2022-10-17 18:10:31,887 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/conf/locale/en/__init__.py first seen with mtime 1664860970.2377856
DEBUG 2022-10-17 18:10:31,890 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/conf/locale/en/formats.py first seen with mtime 1664860970.2377856
DEBUG 2022-10-17 18:10:31,890 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/context_processors.py first seen with mtime 1664860970.8978121
DEBUG 2022-10-17 18:10:31,891 utils 10821 140240788272896 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-10-17T12:40:31.880792+00:00'::timestamptz AND "django_session"."session_key" = 'vpzd6t5lxtdz0kenpos6vww5x3ay4zpq') LIMIT 21; args=(datetime.datetime(2022, 10, 17, 12, 40, 31, 880792, tzinfo=datetime.timezone.utc), 'vpzd6t5lxtdz0kenpos6vww5x3ay4zpq'); alias=default
DEBUG 2022-10-17 18:10:31,892 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1664860970.7058046
DEBUG 2022-10-17 18:10:31,894 utils 10821 140240788272896 (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2022-10-17 18:10:31,894 utils 10821 140240779880192 (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-10-17T12:40:31.884529+00:00'::timestamptz AND "django_session"."session_key" = 'vpzd6t5lxtdz0kenpos6vww5x3ay4zpq') LIMIT 21; args=(datetime.datetime(2022, 10, 17, 12, 40, 31, 884529, tzinfo=datetime.timezone.utc), 'vpzd6t5lxtdz0kenpos6vww5x3ay4zpq'); alias=default
INFO 2022-10-17 18:10:31,897 basehttp 10821 140240788272896 "GET /media/images/python.jpeg HTTP/1.1" 200 56706
DEBUG 2022-10-17 18:10:31,898 utils 10821 140240779880192 (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
INFO 2022-10-17 18:10:31,900 basehttp 10821 140240779880192 "GET /media/images/java.jpeg HTTP/1.1" 304 0
DEBUG 2022-10-17 18:10:31,901 autoreload 10821 140240952080192 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1664860970.769807
INFO 2022-10-19 10:05:32,202 autoreload 10538 140394561468224 Watching for file changes with StatReloader
DEBUG 2022-10-19 10:05:32,261 autoreload 10538 140394561468224 Waiting for apps ready_event.
DEBUG 2022-10-19 10:05:32,546 autoreload 10538 140394561468224 Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2022-10-19 10:05:32,592 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework_swagger/templates with glob **/*.
DEBUG 2022-10-19 10:05:32,593 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/drf_api_logger/templates with glob **/*.
DEBUG 2022-10-19 10:05:32,593 autoreload 10538 140394561468224 Watching dir /home/hp/Projects/Django/api-master/fbclone/templates with glob **/*.
DEBUG 2022-10-19 10:05:32,593 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/templates with glob **/*.
DEBUG 2022-10-19 10:05:32,593 autoreload 10538 140394561468224 Watching dir /home/hp/Projects/Django/api-master/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/Projects/Django/api-master/fbclone/apps/login/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/bootstrap_modal_forms/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_auth/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/authtoken/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework_swagger/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,594 autoreload 10538 140394561468224 Watching dir /home/hp/.env/apienv/lib/python3.8/site-packages/drf_api_logger/locale with glob **/*.mo.
DEBUG 2022-10-19 10:05:32,694 utils 10538 140394501695232 (0.020) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2022-10-19 10:05:32,698 utils 10538 140394501695232 (0.001) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2022-10-19 10:05:32,714 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_auth/__init__.py first seen with mtime 1503770467.0
DEBUG 2022-10-19 10:05:32,714 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/admin/sites.py first seen with mtime 1664860970.3097885
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/mail/message.py first seen with mtime 1664860970.8458102
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/pkg_resources/_vendor/appdirs.py first seen with mtime 1664860921.7317846
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /usr/lib/python3.8/ssl.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/checks/messages.py first seen with mtime 1664860970.84181
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreapi/codecs/download.py first seen with mtime 1665988122.3509755
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/middleware/csrf.py first seen with mtime 1664860970.893812
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/psycopg2/_psycopg.cpython-38-x86_64-linux-gnu.so first seen with mtime 1664861749.3766801
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreapi/compat.py first seen with mtime 1665988122.3469753
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/forms/utils.py first seen with mtime 1664860970.8818116
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/postgres/fields/array.py first seen with mtime 1664860970.7098045
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/charset_normalizer/api.py first seen with mtime 1665129274.8003206
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sentry_sdk/consts.py first seen with mtime 1665982389.371561
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreapi/document.py first seen with mtime 1665988122.3469753
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/markupsafe/__init__.py first seen with mtime 1665988121.9669673
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/views.py first seen with mtime 1664862868.2910213
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /usr/lib/python3.8/xml/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,715 autoreload 10538 140394561468224 File /usr/lib/python3.8/http/cookiejar.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/models/aggregates.py first seen with mtime 1664860970.8658109
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/safestring.py first seen with mtime 1664860970.9098127
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/mail/__init__.py first seen with mtime 1664860970.8458102
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/urls/base.py first seen with mtime 1664860970.9018123
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sqlparse/tokens.py first seen with mtime 1664860970.121781
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1664860970.5217972
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/management/sql.py first seen with mtime 1664860970.8458102
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/auth/base_user.py first seen with mtime 1664860970.4737952
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/sessions/apps.py first seen with mtime 1664860970.765807
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1664860970.517797
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /usr/lib/python3.8/asyncio/selector_events.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/wsgi.py first seen with mtime 1664860970.8378098
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/PIL/__init__.py first seen with mtime 1664862575.0375266
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /usr/lib/python3.8/re.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/forms/fields.py first seen with mtime 1664860970.8778114
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /usr/lib/python3.8/email/mime/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/engine.py first seen with mtime 1664860970.8978121
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sentry_sdk/_types.py first seen with mtime 1665982389.371561
DEBUG 2022-10-19 10:05:32,716 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/serializers/json.py first seen with mtime 1664860970.8498104
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreschema/encodings/__init__.py first seen with mtime 1485963706.0
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/models/__init__.py first seen with mtime 1664860970.8658109
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/base.py first seen with mtime 1664860970.893812
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/utils.py first seen with mtime 1665988121.9829676
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/pygments/styles/__init__.py first seen with mtime 1665129275.1963322
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/module_loading.py first seen with mtime 1664860970.9098127
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/parsers.py first seen with mtime 1664862868.2870214
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/schemas/openapi.py first seen with mtime 1664862868.3070216
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sentry_sdk/utils.py first seen with mtime 1665982389.375561
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/timesince.py first seen with mtime 1664860970.9098127
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/drf_api_logger/utils.py first seen with mtime 1665993072.1261775
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/servers/__init__.py first seen with mtime 1664860970.8538103
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/management/commands/__init__.py first seen with mtime 1664860970.8458102
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/backends/base/operations.py first seen with mtime 1664860970.8538103
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/conf/global_settings.py first seen with mtime 1664860970.221785
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/openapi_codec/decode.py first seen with mtime 1486559252.0
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1664860970.765807
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /usr/lib/python3.8/datetime.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/auth/forms.py first seen with mtime 1664860970.4737952
DEBUG 2022-10-19 10:05:32,717 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/nodes.py first seen with mtime 1665988121.9789677
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/dateformat.py first seen with mtime 1664860970.9058125
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sqlparse/engine/__init__.py first seen with mtime 1664860970.121781
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/postgres/fields/__init__.py first seen with mtime 1664860970.7098045
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/numberformat.py first seen with mtime 1664860970.9098127
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/context.py first seen with mtime 1664860970.8978121
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /usr/lib/python3.8/importlib/resources.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sqlparse/filters/others.py first seen with mtime 1664860970.1257813
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/migrations/exceptions.py first seen with mtime 1664860970.8658109
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /usr/lib/python3.8/asyncio/sslproto.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/templatetags/__init__.py first seen with mtime 1664860970.9018123
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/charset_normalizer/md.py first seen with mtime 1665129274.8003206
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sentry_sdk/integrations/django/transactions.py first seen with mtime 1665982389.3835611
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/admindocs/utils.py first seen with mtime 1664860970.4297934
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/backends/base/creation.py first seen with mtime 1664860970.8538103
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/Projects/Django/api-master/fbclone/apps/login/views.py first seen with mtime 1665489991.0
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/messages/constants.py first seen with mtime 1664860970.7058046
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/backports/zoneinfo/_tzpath.py first seen with mtime 1664860970.1057804
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/models/lookups.py first seen with mtime 1664860970.869811
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /usr/lib/python3.8/_compat_pickle.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,718 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreschema/schemas.py first seen with mtime 1486556597.0
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/environment.py first seen with mtime 1665988121.9789677
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/schemas/views.py first seen with mtime 1664862868.3070216
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/migrations/__init__.py first seen with mtime 1664860970.8618107
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/uritemplate/api.py first seen with mtime 1665988122.334975
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/asgiref/local.py first seen with mtime 1664860970.1617827
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /usr/lib/python3.8/xml/dom/xmlbuilder.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/views/decorators/cache.py first seen with mtime 1664860970.9138129
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/views/static.py first seen with mtime 1664860970.9138129
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/models/fields/mixins.py first seen with mtime 1664860970.8738112
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework/relations.py first seen with mtime 1664862868.2870214
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /usr/lib/python3.8/asyncio/format_helpers.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/rest_framework_simplejwt/token_blacklist/__init__.py first seen with mtime 1665137967.0701709
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /usr/lib/python3.8/numbers.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/files/storage.py first seen with mtime 1664860970.84181
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /usr/lib/python3.8/email/message.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/admin/models.py first seen with mtime 1664860970.3097885
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/tests.py first seen with mtime 1665988121.9829676
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/exceptions.py first seen with mtime 1664860970.8978121
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/requests/api.py first seen with mtime 1665129275.020327
DEBUG 2022-10-19 10:05:32,719 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/backends/base.py first seen with mtime 1664860970.8978121
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1664860970.7058046
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/email/_parseaddr.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/simplejson/decoder.py first seen with mtime 1665988122.6269813
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/core/checks/async_checks.py first seen with mtime 1664860970.8378098
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/asyncio/staggered.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1664860970.121781
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/zipfile.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/lexer.py first seen with mtime 1665988121.9789677
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/_compression.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/bz2.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/simplejson/_speedups.cpython-38-x86_64-linux-gnu.so first seen with mtime 1665988122.6269813
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/contextlib.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/views/decorators/csrf.py first seen with mtime 1664860970.9138129
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/template/__init__.py first seen with mtime 1664860970.893812
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/logging/config.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/asyncio/trsock.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /usr/lib/python3.8/email/_header_value_parser.py first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/views/generic/base.py first seen with mtime 1664860970.9138129
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/utils/html.py first seen with mtime 1664860970.9098127
DEBUG 2022-10-19 10:05:32,720 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/sentry_sdk/integrations/django/signals_handlers.py first seen with mtime 1665982389.379561
DEBUG 2022-10-19 10:05:32,721 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/db/models/fields/related.py first seen with mtime 1664860970.8738112
DEBUG 2022-10-19 10:05:32,721 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/django/test/client.py first seen with mtime 1664860970.9018123
DEBUG 2022-10-19 10:05:32,721 autoreload 10538 140394561468224 File /usr/lib/python3.8/lib-dynload/_bz2.cpython-38-x86_64-linux-gnu.so first seen with mtime 1655929098.0
DEBUG 2022-10-19 10:05:32,721 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/coreapi/codecs/corejson.py first seen with mtime 1665988122.3509755
DEBUG 2022-10-19 10:05:32,721 autoreload 10538 140394561468224 File /home/hp/.env/apienv/lib/python3.8/site-packages/jinja2/compiler.py first seen with mtime 1665988121.9749675
